"id","messageTemplate","severity","paramCount","module","abortCurrent","abortLater","displayType","fixHint"
"10119","Error 重复的MetaMemberData的名称 在410","Error","0","FileMeta","false","false","Direct",""
"10120","error 暂不支持其它类型 1","Error","0","FileMeta","false","false","Direct",""
"10121","error 暂不支持其它类型 1","Error","0","FileMeta","false","false","Direct",""
"10122","Error ENum中，不允许有静态关键字，而是全部是静态关键字!!","Error","0","FileMeta","false","false","Direct",""
"10123","没有找到定义变量名称!","Error","0","FileMeta","false","false","Direct",""
"10124","Error Enum中，不允许使用public/private等权限关键字!!","Error","0","FileMeta","false","false","Direct",""
"10125","Error 没有解析到Express的内容 在MetaMemberData 里边 372","Error","0","FileMeta","false","false","Direct",""
"10126","Error 现在配置中，不支持成员变量中使用类的()构造方式!!","Error","0","FileMeta","false","false","Direct",""
"10127","Error 在类变量中，不允许 使用Class()后带{}的赋值方式!!","Error","0","FileMeta","false","false","Direct",""
"10128","Error 在类没有定义的变量中，不允许 使用()的赋值方式!!","Error","0","FileMeta","false","false","Direct",""
"10129","Error 在类没有定义的变量中，不允许 使用{}的赋值方式!!","Error","0","FileMeta","false","false","Direct",""
"10130","Error 在类变量中，不允许 使用Class()后带{}的赋值方式!!","Error","0","FileMeta","false","false","Direct",""
"10131","发现已经定义过某某类1","Error","0","FileMeta","false","false","Direct",""
"10132","发现已经定义过某某类2","Error","0","FileMeta","false","false","Direct",""
"10133","Error 没有查找到inClass的类名, ","Error","0","FileMeta","false","false","Direct",""
"10134","Error 当前类:","Error","0","FileMeta","false","false","Direct",""
"10135","Error FileMetaConditionExpressSyntax: 暂不支持该类型的解析!!","Error","0","FileMeta","false","false","Direct",""
"10136","Error 如果使用了var/data/dynamic/int 等前缀，有重复定义的行为","Error","0","FileMeta","false","false","Direct",""
"10137","Error 构造函数中，不允许使用定义字段，必须使用this.非静态或者是类名.静态字段赋值!","Error","0","FileMeta","false","false","Direct",""
"10138","Error 定义变量名称与类函数临时名称一样!!","Error","0","FileMeta","false","false","Direct",""
"10139","Error 定义变量名称与类定义名称一样 如果调用成员变量，需要在前边使用this.!!","Error","0","FileMeta","false","false","Direct",""
"10140","Error 生成MetaStatements出错KeyReturnSyntax类型错误!!","Error","0","FileMeta","false","false","Direct",""
"10141","Waning 还有没有解析的语句!! MetaMemberFunction 314","Error","0","FileMeta","false","false","Direct",""
"10142","没有找到定义变量名称!","Error","0","FileMeta","false","false","Direct",""
"10143","Error 命名有重名!!","Error","0","FileMeta","false","false","Direct",""
"10144","Error 表达式为空 或者 表达示必须有返回值","Error","0","FileMeta","false","false","Direct",""
"10145","Error 自己类内部不允许包含 自己的实体，必须赋值为null","Error","0","FileMeta","false","false","Direct",""
"10146","Error 表达式中返回定义类型为空 ","Error","0","FileMeta","false","false","Direct",""
"10147","Error 自己类内部不允许包含 自己的实体2，必须赋值为null","Error","0","FileMeta","false","false","Direct",""
"10148","Error 自己类内部不允许包含 自己的实体3，必须赋值为null","Error","0","FileMeta","false","false","Direct",""
"10149","Error 现在配置中，不支持成员变量中使用类的()构造方式!!","Error","0","FileMeta","false","false","Direct",""
"10150","Error 在类变量中，不允许 使用{}的赋值方式!!","Error","0","FileMeta","false","false","Direct",""
"10151","Error 在类变量中，不允许 使用Class()后带{}的赋值方式!!","Error","0","FileMeta","false","false","Direct",""
"10152","Error 在类没有定义的变量中，不允许 使用()的赋值方式!!","Error","0","FileMeta","false","false","Direct",""
"10153","Error 在类没有定义的变量中，不允许 使用{}的赋值方式!!","Error","0","FileMeta","false","false","Direct",""
"10154","Error 在类变量中，不允许 使用Class()后带{}的赋值方式!!","Error","0","FileMeta","false","false","Direct",""
"10155","添加命名空间","Error","0","FileMeta","false","false","Direct",""
"10156","添加add metaclass metanode节点有问题! 有重复:","Error","0","FileMeta","false","false","Direct",""
"10157","添加 add metanode metanode节点有问题! 有重复","Error","0","FileMeta","false","false","Direct",""
"10158","Error Params 模式下，只允许 使用一个参数，多余参数为无效模式","Error","0","FileMeta","false","false","Direct",""
"10159","Error AddMetaDefineParam 参数前边已定义表达式，后边必须跟进默认值表达式!!","Error","0","FileMeta","false","false","Direct",""
"10160","全都相似","Error","0","FileMeta","false","false","Direct",""
"10161","Error 定义模式名称重复!!","Error","0","FileMeta","false","false","Direct",""
"10162","没有找到父级别自己模板生成时的数据!!","Error","0","FileMeta","false","false","Direct",""
"10163","没有找到父级别自己模板生成时的数据!!","Error","0","FileMeta","false","false","Direct",""
"10164","Error 没有找到合适的Template","Error","0","FileMeta","false","false","Direct",""
"10165","Error MetaDefineType RetMetaClass is Null MetaMemberVariable Only MetaClass","Error","0","FileMeta","false","false","Direct",""
"10166","Error MetaDefineType RetMetaClass is Null MetaMemberVariable Only MetaClass","Error","0","FileMeta","false","false","Direct",""
"10167","Error MetaDefineType RetMetaClass is Null MetaMemberVariable Only MetaClass","Error","0","FileMeta","false","false","Direct",""
"10168","注册生成类是空!","Error","0","FileMeta","false","false","Direct",""
"10169","Error VisitMetaVariable访问变量访问位置不能同时为空!!","Error","0","FileMeta","false","false","Direct",""
"10170","Error VisitMetaVariable访问变量访问位置不能同时为空!!","Error","0","FileMeta","false","false","Direct",""
"10171","Error ---------","Error","0","FileMeta","false","false","Direct",""
"10172","Error","Error","0","FileMeta","false","false","Direct",""
"10173","Error MetaVisiCall IsNull!","Error","0","FileMeta","false","false","Direct",""
"10174","Error 严重错误，获取模式不传名称!!","Error","0","FileMeta","false","false","Direct",""
"10175","Error 严重错误，模块有重名!!!","Error","0","FileMeta","false","false","Direct",""
"10176","Error 在使用namespace 时，在项目定义中，没有找到相关的定义!!  位置:","Error","0","FileMeta","false","false","Direct",""
"10177","NamespaceManager::AddNamespaceString 命名空间:","Error","0","FileMeta","false","false","Direct",""
"10178","MetaClass is Null","Error","0","FileMeta","false","false","Direct",""
"10179","MetaClass is Null","Error","0","FileMeta","false","false","Direct",""
"10180","MetaClass is Null","Error","0","FileMeta","false","false","Direct",""
"10181","没有找到模板中定义的模板内容!","Error","0","FileMeta","false","false","Direct",""
"10182","没有找到模板类中，对应的模板，请仔细检查模板的命名与使用模板命名是否对应","Error","0","FileMeta","false","false","Direct",""
"10183","使用模板类中使用.连接符号，模板中不允许使用.","Error","0","FileMeta","false","false","Direct",""
"10184","没有找到相对应的模板类!!","Error","0","FileMeta","false","false","Direct",""
"10185","----fmtd.nameList.count > 1 ","Error","0","FileMeta","false","false","Direct",""
"10186","------------没有找到调用的方法体!!","Error","0","FileMeta","false","false","Direct",""
"10187","没有找到构建对象函数!","Error","0","FileMeta","false","false","Direct",""
"10188","没有找到构建对象函数!","Error","0","FileMeta","false","false","Direct",""
"10189","没有找到对应成员变量的Index","Error","0","FileMeta","false","false","Direct",""
"10190","没有找到对应成员变量的Index","Error","0","FileMeta","false","false","Direct",""
"10191","Error 解析namespace添加命名空间节点时，发现已有定义类!!","Error","0","FileMeta","false","false","Direct",""
"10192","Error 暂不允许使用namespace 定义命名空间!!!","Error","0","FileMeta","false","false","Direct",""
"10193","Error 错误 !!!","Error","0","FileMeta","false","false","Direct",""
"10194","Error 已有继承类,请勿多重继承!","Error","0","FileMeta","false","false","Direct",""
"10195","Error 继承关键字后边没有相应的内容!","Error","0","FileMeta","false","false","Direct",""
"10196","Error 继承只能单继承，不能多继承!!","Error","0","FileMeta","false","false","Direct",""
"10197","接口关键字后边没有相应的内容!","Error","0","FileMeta","false","false","Direct",""
"10198","Error 字符两次赋值 107","Error","0","FileMeta","false","false","Direct",""
"10199","没有找到模板定义T","Error","0","FileMeta","false","false","Direct",""
"10200","Error 不支持其它格式 在类后续的模板限定中!","Error","0","FileMeta","false","false","Direct",""
"10201","Error 解析过了一次权限!!","Error","0","FileMeta","false","false","Direct",""
"10202","Error 解析过了一次Const!!","Error","0","FileMeta","false","false","Direct",""
"10203","Error 解析过了一次Class!!","Error","0","FileMeta","false","false","Direct",""
"10204","Error 解析过了一次Enum!!","Error","0","FileMeta","false","false","Direct",""
"10205","Error 解析过了一次data!!","Error","0","FileMeta","false","false","Direct",""
"10206","Error 解析过了一次Class!!","Error","0","FileMeta","false","false","Direct",""
"10207","Error 解析过了一次Enum!!","Error","0","FileMeta","false","false","Direct",""
"10208","Error 解析过了一次data!!","Error","0","FileMeta","false","false","Direct",""
"10209","Error 解析过了一次Class!!","Error","0","FileMeta","false","false","Direct",""
"10210","Error 解析过了一次Enum!!","Error","0","FileMeta","false","false","Direct",""
"10211","Error 解析过了一次data!!","Error","0","FileMeta","false","false","Direct",""
"10212","Error 解析过了一次Class!!","Error","0","FileMeta","false","false","Direct",""
"10213","Error 解析过了一次Extend!!","Error","0","FileMeta","false","false","Direct",""
"10214","Error 解析过了一次Enum!!","Error","0","FileMeta","false","false","Direct",""
"10215","Error 解析过了一次data!!","Error","0","FileMeta","false","false","Direct",""
"10216","Error 解析类时，已发现用过interface标记，不可重复使用该标记","Error","0","FileMeta","false","false","Direct",""
"10217","Error 解析类时，已发现用过interface标记，不可重复使用该标记","Error","0","FileMeta","false","false","Direct",""
"10218","Error 解析interface与class不可以周时出现!!","Error","0","FileMeta","false","false","Direct",""
"10219","Error 解析类时，已发现用过interface标记，不可重复使用该标记","Error","0","FileMeta","false","false","Direct",""
"10220","Error 解析类时，已发现用过interface标记，不可重复使用该标记","Error","0","FileMeta","false","false","Direct",""
"10221","Error 有其它未知类型在class中","Error","0","FileMeta","false","false","Direct",""
"10222","Error Enum方式，与enum同级，不允许同时出现","Error","0","FileMeta","false","false","Direct",""
"10223","Error Enum方式，不支持接口方式","Error","0","FileMeta","false","false","Direct",""
"10224","","Error","0","FileMeta","false","false","Direct",""
"10225","Error Enum方式，不支持权限的使用!!","Error","0","FileMeta","false","false","Direct",""
"10226","Error Enum方式，不支持partial的使用!!","Error","0","FileMeta","false","false","Direct",""
"10227","Error Enum方式，与data同级，不允许同时出现","Error","0","FileMeta","false","false","Direct",""
"10228","Error Enum方式，不支持接口方式","Error","0","FileMeta","false","false","Direct",""
"10229","Error Data方式，不支持权限的使用!!","Error","0","FileMeta","false","false","Direct",""
"10230","Error Data方式，不支持partial的使用!!","Error","0","FileMeta","false","false","Direct",""
"10231","Error 解析类型名称错误!!","Error","0","FileMeta","false","false","Direct",""
"10232","Error 不支持其它格式 在类后续的模板限定中!","Error","0","FileMeta","false","false","Direct",""
"10233","Error 命名空间有误，必须为X.xx.X 类似的格式!","Error","0","FileMeta","false","false","Direct",""
"10234","Error 命名空间有误，必须为X.xx.X 类似的格式!","Error","0","FileMeta","false","false","Direct",""
"10235","数组获取长度文件的时候，有异常!","Error","0","FileMeta","false","false","Direct",""
"10236","Error 在<>中没有发现元素!!","Error","0","FileMeta","false","false","Direct",""
"10237","Error 在<T in> or <T []> or <T ClassName> 使用方法不正确,请使用 <T in []>或者是 <T in ClassName> !!","Error","0","FileMeta","false","false","Direct",""
"10238","Error 多重逗号，导致解析无法解析!!","Error","0","FileMeta","false","false","Direct",""
"10239","Error 首符号不能为逗号","Error","0","FileMeta","false","false","Direct",""
"10240","Error nodeList.Count != 3/4 create AsOrIs Term Error ","Error","0","FileMeta","false","false","Direct",""
"10241","Error nodeList.Count != 3/4 create AsOrIs Term Error ","Error","0","FileMeta","false","false","Direct",""
"10242","Error nodeList.Count == 0 ","Error","0","FileMeta","false","false","Direct",""
"10243","Error FileMetaBraceTerm--","Error","0","FileMeta","false","false","Direct",""
"10244"," Errorr FileMetaBraceTerm.HandleBraceTerm 解析{ a = ?} 时，多个=号 Token: ","Error","0","FileMeta","false","false","Direct",""
"10245"," Errorr FileMetaBraceTerm.HandleBraceTerm 解析{ a:'aaa'} 时，多个:号 Token: ","Error","0","FileMeta","false","false","Direct",""
"10246","Error 在解析为{}中，数组形式 解析有问题!!","Error","0","FileMeta","false","false","Direct",""
"10247","Error 在解析为{}中，赋值= 解析有问题!!","Error","0","FileMeta","false","false","Direct",""
"10248","Error 在解析为{}中，出现了不该出现的格式","Error","0","FileMeta","false","false","Direct",""
"10249","Warning [1,2,3,]有多余逗号出现??","Error","0","FileMeta","false","false","Direct",""
"10250","Warning [1,2,3,]有多余逗号出现??","Error","0","FileMeta","false","false","Direct",""
"10251","Error 不支持在[]中解析()的逻辑!!","Error","0","FileMeta","false","false","Direct",""
"10252","Error 不支持在[]中解析Key的逻辑!!","Error","0","FileMeta","false","false","Direct",""
"10253","Warning [1,2,3,]有多余逗号出现??","Error","0","FileMeta","false","false","Direct",""
"10254","Error Data数据中 []中，不支持该类型的数据","Error","0","FileMeta","false","false","Direct",""
"10255","Error Data数据中 []中，不支持该类型的数据","Error","0","FileMeta","false","false","Direct",""
"10256","Error 表达式不允许多个自定义元素存在!!","Error","0","FileMeta","false","false","Direct",""
"10257","Error --------------------------------------!!","Error","0","FileMeta","false","false","Direct",""
"10258","Error 表达式不允许多个自定义元素存在33!!","Error","0","FileMeta","false","false","Direct",""
"10259","如果使用了三元表达式，必须在第一位需要放置返回式: ","Error","0","FileMeta","false","false","Direct",""
"10260","没有找到该类型: ","Error","0","FileMeta","false","false","Direct",""
"10261","Error 只有在语句中，可以使用i++ 等语法，变量与传参是禁止使用i++","Error","0","FileMeta","false","false","Direct",""
"10262","Error 表达式解析错误!! FileMetaExpress 575","Error","0","FileMeta","false","false","Direct",""
"10263","Error 不能使用错误符号 !! FileMetaExpress 698","Error","0","FileMeta","false","false","Direct",""
"10264","Error BuildTst 表达式解析错误!! 604","Error","0","FileMeta","false","false","Direct",""
"10265","选择已经超出来范围!!","Error","0","FileMeta","false","false","Direct",""
"10266","Error import必须有2个节点!!","Error","0","FileMeta","false","false","Direct",""
"10267","解析Import语句发生错误，没有找到对应的命名空间路径: ","Error","0","FileMeta","false","false","Direct",""
"10268","Error 在使用import引用CSharp库时，至少需要一个命名空间","Error","0","FileMeta","false","false","Direct",""
"10269","Error 带着名称FileMetaMemberData 但没有发现相关的token","Error","0","FileMeta","false","false","Direct",""
"10270","Error 解析NodeList出现错误~~~","Error","0","FileMeta","false","false","Direct",""
"10271","Error 没有找到该定义名称 必须使用例: X = 102; 的格式","Error","0","FileMeta","false","false","Direct",""
"10272","Error 没有找到该定义名称 必须使用例: X = 101; 的格式","Error","0","FileMeta","false","false","Direct",""
"10273","Error 已有函数实体，不能同时出现两个函数实体!","Error","0","FileMeta","false","false","Direct",""
"10274","Error 解析过了一次权限!!","Error","0","FileMeta","false","false","Direct",""
"10275","Error 解析过了一次Override!!","Error","0","FileMeta","false","false","Direct",""
"10276"," Error 解析类型多个get","Error","0","FileMeta","false","false","Direct",""
"10277"," Error 解析类型多个set","Error","0","FileMeta","false","false","Direct",""
"10278","Error 解析interface已使用过一次，不允许重复使用!!","Error","0","FileMeta","false","false","Direct",""
"10279"," Error 解析类型多个final","Error","0","FileMeta","false","false","Direct",""
"10280","Error 有其它未知类型在class中","Error","0","FileMeta","false","false","Direct",""
"10281","Eror 没有找到合适的函数类型: 位置: ","Error","0","FileMeta","false","false","Direct",""
"10282","ParseFunction 解析函数","Error","0","FileMeta","false","false","Direct",""
"10283","Error 参数名称有重名!!!","Error","0","FileMeta","false","false","Direct",""
"10284","Error 参数名称有重名!!!","Error","0","FileMeta","false","false","Direct",""
"10285","Error 解析NodeList出现错误~~~","Error","0","FileMeta","false","false","Direct",""
"10286","Error listDefieNode 不能为空~","Error","0","FileMeta","false","false","Direct",""
"10287","Error 没有找到该定义名称 必须使用例: X = 103; 的格式","Error","0","FileMeta","false","false","Direct",""
"10288","Error 没有找到该定义名称 必须使用例: X = 104; 的格式","Error","0","FileMeta","false","false","Direct",""
"10289","Error 没有找到该定义名称 必须使用例: X = 105; 的格式","Error","0","FileMeta","false","false","Direct",""
"10290","Error Data数据中 []中，不支持该类型的数据","Error","0","FileMeta","false","false","Direct",""
"10291","Error Data数据中 []中，不支持该类型的数据","Error","0","FileMeta","false","false","Direct",""
"10292","Error Data数据中 []中，不支持该类型的数据","Error","0","FileMeta","false","false","Direct",""
"10293","Error Data数据中 []中，不支持该类型的数据","Error","0","FileMeta","false","false","Direct",""
"10294","Error 多重定义名称的权限定义!!","Error","0","FileMeta","false","false","Direct",""
"10295","Error 多重定义名称的静态定义!!","Error","0","FileMeta","false","false","Direct",""
"10296","Error 多重定义名称的Mut定义!!","Error","0","FileMeta","false","false","Direct",""
"10297","Error 解析变量中，不允许的类型存在!!","Error","0","FileMeta","false","false","Direct",""
"10298","Error 在解析namespace 中，没有找到namespace设置的名称!!","Error","0","FileMeta","false","false","Direct",""
"10299","Error 不能有多个if语句!!","Error","0","FileMeta","false","false","Direct",""
"10300","Error 解析Goto Label语法，只支持 goto id;的语法!!","Error","0","FileMeta","false","false","Direct",""
"10301","Error 解析GotoLabel中 后边必须使用普通字符","Error","0","FileMeta","false","false","Direct",""
"10302","检查到Import语句中，token内容lexeme为空!!","Error","0","FileMeta","false","false","Direct",""
"10303","检查到Import语句中，导入名称不合规!!","Error","0","FileMeta","false","false","Direct",""
"10304","解析NodeStructVariable时有=号，但没有值内容 ","Error","0","FileMeta","false","false","Direct",""
"10305","Error CreateFileOneTerm 单1表达式，没有找到该类型: ","Error","0","FileMeta","false","false","Direct",""
